uri,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,valence,tempo
5JfCThSgcFgzV6gGi7BxBP,0.581,0.429,1,-10.007,0.0326,0.18,0.00106,0.504,123.802
6OSs0dmcVqVdeWOmsaA5g1,0.556,0.537,7,-10.761,0.0282,0.377,0.0,0.313,95.914
5YWW66ptUmdgUNBKU72sgX,0.751,0.637,10,-8.716,0.256,0.429,0.0,0.559,141.985
4jeV7Au08Ig1ol6vLDlMZU,0.654,0.307,10,-9.25,0.0299,0.514,1.58e-06,0.192,93.893
19DhbcqPx96nCoPvm6ViUV,0.71,0.514,9,-8.885,0.0278,0.58,0.000159,0.517,86.02
5xe8JKOPu53Q2Fa2FRuCfZ,0.771,0.898,11,-6.432,0.0404,0.299,0.0899,0.961,116.204
0OdhpoWEDTLsUcTNFlYkY3,0.754,0.427,3,-14.662,0.0318,0.157,0.00406,0.871,124.839
6qxqttcwmFodaFyhaCvIiT,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
3RXAcz7Sa6JDZSxcH1EEQ6,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
4DQg4j3oJyFWiPyc9g1fmQ,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
03Uo2utHEdsOoEKwPs4w0G,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
64tk48BHD71SlomdRag8bm,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
2NDDTipKDL1L09WV2GSN52,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
1GqAFWj0HSbX055zDc94Wj,0.682,0.776,7,-8.314,0.114,0.83,1.1e-05,0.959,151.799
5Qd6E8tsImeyOgf0JcsZ7x,0.697,0.399,2,-6.013,0.0375,0.611,2.06e-05,0.916,140.105
3D5m9td727oNdjUh8EmVVg,0.697,0.399,2,-6.013,0.0375,0.611,2.06e-05,0.916,140.105
07Yr4PU7SAT5NCSjZppwhP,0.8,0.464,7,-7.432,0.0324,0.739,1.33e-06,0.87,100.718
0mDGPYN5mD8189OTUNlMQT,0.49,0.625,2,-6.898,0.0423,0.503,4.45e-06,0.552,78.723
75JjsyGDbAaO2tPvdcYZp8,0.751,0.612,10,-3.196,0.0361,0.261,2.48e-05,0.942,116.016
2qhASBzpbFhPRtrnZ5lLnz,0.339,0.208,0,-16.725,0.0308,0.396,0.000519,0.288,98.54
4eI5BOrdNZxE8oHqLKUsNM,0.65,0.307,9,-9.443,0.0393,0.57,7.07e-06,0.604,118.087
4eNOLmx8r2IJAVKvBBL1jv,0.808,0.639,1,-7.266,0.279,0.0802,0.0,0.395,118.0
7jktxmkjQIRbiBzMmYv32E,0.629,0.909,4,-6.125,0.0586,0.0129,0.000165,0.772,143.952
6CGmcIW8lElAxYJb3dETOS,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
5KyvxpYGgAUY55lDfnSROX,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
03MW3H9B2P7tgpvzG3klNI,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
1Gz71YTPdkTuY07nTW03Pz,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
1S4rxDloMtAduogKeiJZmR,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
7pO8TsOPKQCgFVLYkoCiFV,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
0qyMrxLDdU14grB9GWndxa,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
5YtIkHosMnyhM3ZwcAnvtd,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
6rLd9ykKL0GubTG8PDFxA6,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
0A2fX1kBVpevzGnMjx5fnX,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
41W0wl8R09GtIJ9wO677kF,0.791,0.495,1,-5.837,0.0799,0.595,0.0,0.825,140.835
0HeG8Hl4Upx3zqwK7VNY2l,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
52MCmoSCtPRbVN5Njdo6G5,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
4VP37dqsrYmgYiAF7MO4i1,0.572,0.848,7,-10.054,0.125,0.739,4.67e-06,0.927,157.621
1B7GdW07UqOJzgZDc8T3ec,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
0FJ5C03igALJMeicHGorCo,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
3jjT8uAXdwIgXCbRjfnsSE,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
73bhxlCJIK9bwH0miqSxw9,0.755,0.642,10,-11.849,0.0566,0.564,0.000105,0.969,79.768
7c3WYpxhHvUFaYqWioIN7a,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
7l7jGqZ6tLyCpDURjWJCdS,0.648,0.441,3,-3.676,0.0332,0.715,0.0,0.894,130.986
0GZpxW1UfoInSJug7m34fR,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
1ZCreSfHLOgtmC85t9nNsI,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
0RphKXkhRYBkPDA0SkG5U7,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
3IUpuyEMIgt4GvEZ2TqERF,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
1Jc5rVFIyOy6XO3ATB1Lh9,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
47AOrVM9akhsb59TD6ijjz,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
1P5YSdlW0yDkMTxiLGDldP,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
0XgmLT6nDInA6w2yxpVsZh,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
7m4luTtlene5vS6xUvWxRt,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
02NjAsgrCjbFioTyGI0FeT,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
6ceypJqP0dr2LDpeZpSaXR,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
0UfbRLBZi1780FbGc07dg0,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
1UbzmkVajS4YyoJLuGP7q9,0.692,0.487,7,-6.708,0.0356,0.685,0.0,0.98,108.009
4vJrtcgQoULwkPyFkXNYCx,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
3iyTXUFlm1YrquUUgXlPM1,0.647,0.876,10,-5.662,0.185,0.881,3.59e-05,0.949,151.925
5tf3V8LihD79bK9Tg8d841,0.486,0.627,5,-4.161,0.0397,0.496,9.59e-05,0.871,173.956
4KlkkmZpxUkBFnmbAOQ9RQ,0.588,0.682,7,-14.75,0.161,0.683,2.44e-05,0.889,157.189
43UwresvfvNPDl8BQruk4L,0.572,0.848,7,-10.054,0.125,0.739,4.67e-06,0.927,157.621
3yTfCvdiC3N71rUTDMMMZx,0.816,0.645,5,-5.435,0.0402,0.517,0.0,0.74,94.965
52gGYiO7QQtQMpvF8OBHDV,0.684,0.708,9,-11.404,0.0299,0.513,2.19e-06,0.84,134.685
4MmDaMzOyCDEMCGkl55hva,0.565,0.61,0,-13.236,0.0372,0.568,0.0,0.921,93.504
4pEYt2rphby3dY8a4SLSzr,0.633,0.575,7,-2.358,0.0357,0.431,0.0,0.902,154.14
0mG6igzxbH55XRyq3ygEh8,0.775,0.518,6,-5.857,0.311,0.455,0.0,0.646,161.011
5QvW5lK6mkfTegpAK9JOO7,0.642,0.787,5,-6.389,0.17,0.0185,0.0,0.406,146.733
0W64NfLrIsRTAFObko6uJx,0.51,0.619,7,-7.918,0.281,0.801,0.0,0.321,97.018
2HegWuw33lBqopjopozt7N,0.417,0.959,3,-5.853,0.154,0.0741,0.000243,0.522,82.771
4oMVO2Ykko5M6cU6yCAkNt,0.547,0.577,3,-1.172,0.037,0.49,0.0,0.776,169.853
1aKSNq3Skm9MIIksjx5bFy,0.378,0.916,8,-7.516,0.0921,0.024,0.000381,0.622,93.065
6UBSmORaOAviaRrMEZRNH9,0.437,0.978,6,-5.107,0.0852,0.0104,0.000352,0.58,100.54
0mFUqKd7VxTNNMfHefoxwS,0.801,0.844,1,-2.528,0.0387,0.292,0.000633,0.871,113.005
00tVVn9y5Ar2mmfiN0Bjmq,0.613,0.278,10,-13.709,0.0288,0.633,0.0,0.55,74.311
2EjxmOw1V5MZ40S7rCiHeP,0.782,0.39,8,-10.786,0.041,0.369,0.00031,0.977,120.059
6Kt6Lnwhmw13qeD345A84E,0.736,0.506,9,-7.857,0.0344,0.182,3.57e-06,0.563,96.083
7sm6y1cWTWjX3ke2WMQRAs,0.757,0.707,3,-3.158,0.0352,0.475,0.0,0.858,127.954
7K0Nelb1gfXMjaChQS1nzZ,0.582,0.538,2,-9.395,0.0353,0.636,2.23e-06,0.355,76.008
6gmuILX9ZEUWVmUaPcJrpR,0.727,0.796,0,-4.224,0.0445,0.00149,0.000221,0.422,149.966
7hiUBUSyIepRGWQbYrMvzw,0.52,0.591,6,-3.225,0.0301,0.353,0.00412,0.359,151.089
3G7Y6YBp2OjIe8hez3HCoq,0.56,0.783,7,-5.695,0.0249,0.136,1.18e-05,0.734,94.008
3Xomal5ygcaPbGUwVqVtEg,0.564,0.856,7,-4.994,0.0363,0.215,0.0,0.726,120.528
3Ob98mJElVwt9PwhuFqtIP,0.43,0.744,7,-7.924,0.0707,0.0491,0.0,0.812,172.522
0JuXDQ85bBXnjekwRpE4D4,0.617,0.446,4,-11.506,0.0265,0.622,0.000309,0.294,133.272
3Xx8DDgvddsYPnxTH2LXsd,0.575,0.902,6,-3.092,0.0321,0.077,0.0,0.601,130.024
2yLypKwqWWKUJ23QmZhbdi,0.538,0.391,0,-9.031,0.0256,0.898,0.00558,0.398,88.562
0bLavFKcMljHzTJAx3sHNS,0.582,0.813,0,-4.558,0.0295,0.0819,0.00119,0.345,109.934
1qi64DOjaB3BQDGZmNg3AG,0.629,0.56,0,-11.455,0.0523,0.595,0.0,0.88,118.895
31cWLSWcitDSeOBKhcjhMG,0.629,0.56,0,-11.455,0.0523,0.595,0.0,0.88,118.895
7AOlhO09yFC6WvbPSj2qv1,0.629,0.56,0,-11.455,0.0523,0.595,0.0,0.88,118.895
51FJdn3qfNBgFhBpKdlqme,0.666,0.665,9,-8.448,0.0322,0.16,0.0,0.548,114.039
763FEhIZGILafwlkipdgtI,0.629,0.56,0,-11.455,0.0523,0.595,0.0,0.88,118.895
69O3Bdh6vBYY3cN3BwTH2Y,0.806,0.366,7,-8.779,0.0833,0.432,0.0,0.983,113.583
3cHu1UqgGTMPLiGrWDQHVC,0.629,0.56,0,-11.455,0.0523,0.595,0.0,0.88,118.895
4RaRa1BcDpF3THZhcgOPDS,0.715,0.601,3,-3.413,0.0327,0.538,5.01e-06,0.796,134.929
5dva7BVCxokQMBpa6c3iBi,0.558,0.683,7,-6.061,0.0807,0.0248,7.85e-05,0.624,79.508
6vmVxm1RRAKfc7MPVUWy3z,0.569,0.419,0,-9.725,0.0318,0.831,0.0,0.45,97.918
2DqZ957WcDhSfsQN3wt14S,0.638,0.7,8,-7.466,0.12,0.242,0.0,0.649,74.943
1wyzGqooLn3uYe9ejz2VOi,0.617,0.771,7,-8.601,0.0328,0.00832,0.000115,0.881,140.211
0FcYoRbrZ9eR2bc5nw6feN,0.325,0.947,2,-7.304,0.115,0.174,0.0,0.593,202.846
1fpFEHZ7Yb2nwZkck7mhkv,0.764,0.679,0,-3.619,0.0365,0.45,3.53e-06,0.983,132.541
2kbTb1Unb8QdXAoajQLHOp,0.736,0.704,11,-9.654,0.0398,0.278,0.0,0.96,97.378
6X9rlFcbOE0SsrarJ8PFMQ,0.543,0.358,7,-8.927,0.151,0.546,0.0,0.441,110.457
6I1xKOKLWzxIuauemavcz3,0.536,0.399,10,-7.579,0.0319,0.307,0.000327,0.476,81.371
7lIvg01DpMhSik4eDb1VLF,0.711,0.525,7,-4.589,0.043,0.582,0.0,0.928,150.215
2go4N239uPaY9BuXjqBaN7,0.807,0.457,7,-10.013,0.0374,0.66,0.0391,0.418,122.518
6N7tD8zXsfjC19RIHhzg4i,0.585,0.7,11,-8.591,0.0847,0.085,0.245,0.951,177.588
2vfZqjFC0QsRMewYWAiY9Y,0.706,0.8,9,-9.421,0.0516,0.0332,0.037,0.725,122.396
5FTkJggemdWf4Kr6CyWJv1,0.754,0.495,0,-10.966,0.0322,0.106,0.00316,0.807,140.244
5uyHnjSjznvJPQNEgkB9lx,0.546,0.85,9,-8.415,0.0498,0.449,0.000779,0.747,100.304
5GCz9BOkt17aI6ZOR3EiUl,0.6,0.869,4,-5.565,0.315,0.0364,0.0,0.786,85.409
2QfiRTz5Yc8DdShCxG1tB2,0.534,0.803,10,-9.129,0.0743,0.741,6.07e-05,0.969,167.983
52LbfFLnCm9liqK6VBBoQD,0.869,0.802,9,-3.37,0.504,0.0978,0.0,0.346,140.89
3QTZkm3pLOZfErqf91YSOO,0.869,0.802,9,-3.37,0.504,0.0978,0.0,0.346,140.89
45e6OL7Aixm8fxWpBAJ7DY,0.869,0.802,9,-3.37,0.504,0.0978,0.0,0.346,140.89
0tEXlkyMxbOFoD1434xDuN,0.869,0.802,9,-3.37,0.504,0.0978,0.0,0.346,140.89
0apVKzNiTjADxZIIKpX7kA,0.869,0.802,9,-3.37,0.504,0.0978,0.0,0.346,140.89
5GAumNrU3x54Joxg95Ibb7,0.869,0.802,9,-3.37,0.504,0.0978,0.0,0.346,140.89
6ZkeNE5zlcl13PbnzXdw38,0.474,0.983,10,-5.498,0.0598,0.0182,0.000128,0.725,92.68
48i055G1OT5KxGGftwFxWy,0.619,0.603,9,-9.481,0.0342,0.712,0.0,0.958,127.433
2liWidOj8NL80SxHJqS6fV,0.869,0.802,9,-3.37,0.504,0.0978,0.0,0.346,140.89
6orFb31OWo3wQSGIQfi6Nt,0.869,0.802,9,-3.37,0.504,0.0978,0.0,0.346,140.89
7FqkxZQpaqzQtLKrUhELLw,0.869,0.802,9,-3.37,0.504,0.0978,0.0,0.346,140.89
0OHb7gATo0tsH5MfDQTMLw,0.829,0.572,11,-6.902,0.746,0.281,0.0,0.54,143.935
2hRNxkgCScd5yxbTsrGQR4,0.544,0.596,1,-10.325,0.059,0.226,1.17e-05,0.794,80.96
5HnS5kHBcUEleSVO0IooQD,0.494,0.442,9,-8.764,0.106,0.437,0.00049,0.4,89.506
0VljLybFVhAQbc5qBDHawU,0.888,0.566,2,-5.136,0.403,0.13,0.0,0.488,142.974
48u8UBBgyKStzEJcDRM5UK,0.884,0.665,8,-5.601,0.414,0.0986,0.0,0.462,140.997
14IzkK3IZfcIMWnriKclKo,0.54,0.71,8,-9.179,0.0325,0.0856,0.00426,0.403,134.719
2ScU6iEvgb0TIuKiyem9rg,0.345,0.976,8,-4.74,0.0487,0.000587,0.0507,0.818,181.121
4r2I7ioBFYcUezMRnPVlYx,0.702,0.675,10,-5.352,0.351,0.363,0.0,0.626,83.515
2agBuyTLCHxi0VvsBlueRw,0.888,0.566,2,-5.136,0.403,0.13,0.0,0.488,142.974
3bu9zBjvsZ1A14tbN6tseM,0.888,0.566,2,-5.136,0.403,0.13,0.0,0.488,142.974
5uDxxT5hBxtOj7qTR0WCoB,0.691,0.749,2,-4.486,0.0378,0.176,0.0,0.48,129.623
1jdAzKbRRrIQ3fpodftKfj,0.574,0.89,6,-5.789,0.041,0.082,0.0,0.83,97.9
0ganZjtkMwkoRvYQk7te7h,0.768,0.52,0,-7.375,0.0994,0.0912,1.26e-06,0.776,140.109
6Q4RJGUzVQym5RL5iq6627,0.687,0.675,7,-7.093,0.0578,0.337,6.64e-06,0.682,149.996
0VlvuqnBF8VRqT4iV1HekA,0.899,0.538,7,-9.458,0.466,0.0264,0.0,0.864,88.268
6iGnVMtuISrHb0SQyGe3YA,0.852,0.621,5,-3.843,0.0483,0.126,1.43e-05,0.896,115.374
0F6ajDDUlAepkLFIyBLS0W,0.6,0.389,0,-7.982,0.0327,0.564,0.0,0.811,150.309
2hHIB7iJW9Pj7sDNqZ2S3g,0.697,0.501,3,-9.477,0.0817,0.677,0.000621,0.792,113.66
3w9rbjxB0vGRaEZH0G2qCo,0.892,0.519,9,-7.568,0.348,0.162,0.0,0.653,84.14
4N8rEj0nz6oVhyv3aggHfP,0.78,0.937,9,-4.108,0.147,0.0319,0.0,0.935,137.156
41jxXLrYhNsogBNYKHWLih,0.776,0.407,4,-8.282,0.0649,0.644,0.0,0.749,122.889
4OIRWMwEHR6oCU7g1QgK0n,0.669,0.81,2,-6.854,0.0341,0.408,8.58e-06,0.966,111.58
2Pn03PIZpWIt34wML20qst,0.331,0.942,9,-3.968,0.141,0.00228,0.00524,0.143,180.372
63Slke1vlnpTejDeluhyQ9,0.383,0.984,8,-3.573,0.103,0.000246,0.287,0.304,164.959
02IzKHWkGVtNMdPoOAxHb3,0.383,0.984,8,-3.573,0.103,0.000246,0.287,0.304,164.959
1PsqGUXy4eFdOKOmafn2ea,0.409,0.198,9,-10.832,0.0293,0.751,0.000712,0.14,132.782
1tnZipedfyuRJlxkW8o5za,0.646,0.934,9,-6.955,0.0531,0.129,1.03e-05,0.698,142.616
6LRi5d43sx0SSwXvbdABKU,0.626,0.723,10,-1.882,0.028,0.629,8.01e-06,0.562,144.003
6vXQ12lw0BOY8ZAwT80wJy,0.409,0.198,9,-10.832,0.0293,0.751,0.000712,0.14,132.782
4qiiHAveTEHWvtxwGSPJaY,0.728,0.418,5,-6.852,0.0336,0.384,0.0,0.883,145.171
4qEJ335QcS2azvUJPgHG7S,0.409,0.198,9,-10.832,0.0293,0.751,0.000712,0.14,132.782
41tMIgwIR0Ye3ivO6GMr5q,0.409,0.198,9,-10.832,0.0293,0.751,0.000712,0.14,132.782
6rmTI4qrd6b2iJddcCJy3A,0.409,0.198,9,-10.832,0.0293,0.751,0.000712,0.14,132.782
6ozLwDnOkZBN1yir033PyG,0.799,0.736,8,-7.189,0.0582,0.283,0.000347,0.975,106.539
1d9KF847JVwN14mR4zBe8l,0.589,0.432,10,-14.089,0.0361,0.00919,0.195,0.605,124.084
1modDYKBVY7mi6wo3vd6P4,0.731,0.328,0,-7.947,0.069,0.816,0.0,0.929,103.228
6IuN5rqcAeHmzK5d5r0RWL,0.831,0.724,2,-3.157,0.203,0.0229,1.23e-06,0.9,145.055
2DcRv49cdbnHGGWFIuHBkI,0.616,0.714,7,-3.965,0.311,0.243,0.0,0.695,176.192
3YNuIpKlMbdi47VdQmOEq2,0.52,0.571,5,-8.423,0.0333,0.692,2.01e-06,0.399,96.081
1hB4340DP1nnBmfWn37uTN,0.624,0.589,2,-6.669,0.281,0.302,0.0,0.78,76.847
2TwM6FmWDMSBDdKYOsWKdy,0.549,0.686,7,-10.313,0.136,0.291,0.0,0.926,172.601
4IM0eSvgcbFwuwMx0iYOUu,0.471,0.557,10,-9.696,0.0277,0.413,7.61e-06,0.26,127.164
7sC2sL3Q5cZswDQJfnlfOt,0.215,0.945,10,-7.201,0.0798,0.000639,0.453,0.603,179.079
0snqXhYtZExuEtkdehmzhe,0.471,0.557,10,-9.696,0.0277,0.413,7.61e-06,0.26,127.164
7dZq3hxakgytMDpxK0QNhR,0.513,0.89,5,-5.253,0.0728,0.0319,0.00108,0.73,122.698
3QoydK0LFOpK0JnfIpCffR,0.511,0.981,0,-5.329,0.0579,0.0301,0.0612,0.896,172.968
2NV0oNAYgjlN27SeNIo8bL,0.581,0.857,7,-5.89,0.127,0.374,0.0462,0.697,140.885
7MoPVyB6vUWwzGoo2EMGD4,0.471,0.557,10,-9.696,0.0277,0.413,7.61e-06,0.26,127.164
596C0Jf31sDqGQSgs9Dcfq,0.471,0.557,10,-9.696,0.0277,0.413,7.61e-06,0.26,127.164
1LHuh8FGqIo4VqFPwq9Ck4,0.59,0.532,4,-5.446,0.0293,0.504,0.0,0.584,145.973
2VTgVKaabe96ezuyDW5ugq,0.557,0.898,11,-5.109,0.25,0.551,0.0,0.827,109.246
17TL9yOtBcUaq4dwq4WBa8,0.544,0.649,1,-5.225,0.0548,0.706,1.9e-06,0.845,137.746
31uiFApsv5BVunx9bypX6u,0.589,0.967,8,-6.05,0.0751,0.0163,5.83e-06,0.44,114.154
6UpXhrZeMtzIo8rHwKCUck,0.698,0.422,10,-4.74,0.0405,0.591,0.0,0.645,130.667
4D75ixy2I4ft75Ay25fKyP,0.42,0.542,7,-13.097,0.036,0.02,0.0471,0.72,129.726
3qzgGSGtGAcXGZJ7UG68hr,0.572,0.567,11,-12.398,0.0388,0.0435,0.129,0.768,81.917
28RUIwtdKUNoMVlg4DzsgV,0.773,0.413,8,-5.931,0.049,0.344,6.57e-05,0.88,98.749
6LUNGq8PjLgalGTddriqij,0.786,0.525,11,-7.373,0.13,0.14,0.0,0.686,130.077
18Lb0yf7HlgETLgfaBG6eV,0.753,0.755,2,-9.196,0.029,0.0547,0.00459,0.949,138.518
0EVhfRiVBGjrIUFyW0Aaut,0.765,0.534,2,-6.867,0.101,0.258,4.82e-06,0.512,143.865
5LnKmt8Gc9vrqeFdliF3vM,0.299,0.377,0,-7.425,0.0283,0.859,0.0,0.378,69.272
3Ma7En4uWNtzGAhXHVfmCY,0.576,0.682,3,-4.212,0.0369,0.726,0.0,0.919,145.274
63Y39bpBmgiKXs4hSJ0dD3,0.45,0.552,2,-6.9,0.0391,0.745,0.0,0.741,157.24
3DeJRsFwGGsX0TC6k4aEWm,0.339,0.624,8,-4.755,0.0313,0.421,1.36e-05,0.408,200.332
4IMY53WTwPCK0RiXcpzAXb,0.299,0.377,0,-7.425,0.0283,0.859,0.0,0.378,69.272
769Fq73HiVK9qfOQKKvpLB,0.507,0.9,0,-5.513,0.0635,0.226,0.0,0.536,94.466
7g7Zqii3qccY5O8DNL8PFw,0.525,0.711,2,-5.325,0.0333,0.651,0.0,0.904,69.688
4S3Rq07dySyfkce2v2arfp,0.525,0.711,2,-5.325,0.0333,0.651,0.0,0.904,69.688
7jkfwumh6cQYFsIsqPJ7ps,0.648,0.463,3,-7.572,0.032,0.806,0.0,0.744,102.511
62U267s93BGXW3NksPKVs3,0.525,0.711,2,-5.325,0.0333,0.651,0.0,0.904,69.688
7oq30Ybi655pwJpXvU8LsE,0.693,0.338,0,-6.372,0.0345,0.752,0.0,0.583,79.443
3fOytJcDu5uW8OoXSFhBua,0.253,0.831,9,-5.41,0.0456,0.012,6.62e-05,0.657,189.72
24TRTp7M7B2eYgK9kof5je,0.252,0.32,3,-8.69,0.0293,0.797,1.36e-06,0.23,101.535
0kthROvKVawwpvLLJbDAtr,0.564,0.485,8,-2.177,0.0404,0.52,0.0,0.921,82.376
1RNJP2UR28cOToXUnWB8N9,0.693,0.338,0,-6.372,0.0345,0.752,0.0,0.583,79.443
5I8DslpztOwOpwERbGGDTC,0.399,0.75,2,-11.185,0.118,0.00481,0.000483,0.745,197.679
4d3ORkKEIDZF9MOV2erLAq,0.693,0.338,0,-6.372,0.0345,0.752,0.0,0.583,79.443
40L8OVaEpyF7KTRWTNvJGY,0.576,0.682,3,-4.212,0.0369,0.726,0.0,0.919,145.274
1PYCOTJ2g3WJkFsgLlzIEW,0.807,0.714,8,-5.272,0.0502,0.512,0.0,0.966,108.834
0vttfYDZ6uLi6kStSxkTrB,0.671,0.467,0,-7.025,0.0402,0.655,0.0,0.98,107.794
6BK1Z6VNYJjJ1wfwU8wdCr,0.759,0.389,11,-13.917,0.0648,0.00171,0.00175,0.68,136.059
69RBhbgVjnfVzzUvFokYRC,0.698,0.443,3,-9.526,0.0459,0.391,0.0,0.931,136.803
3DjYOn9FGI4ruxzIzZ9BB8,0.665,0.777,10,-2.116,0.0399,0.427,0.0,0.842,174.831
2laJdkltxYwwCJanm7yBnn,0.538,0.825,0,-4.021,0.0478,0.0105,1.43e-05,0.467,125.056
4huBDGP4I3S0pYI0EaRN1c,0.474,0.801,8,-5.978,0.375,0.102,0.0,0.497,147.356
6MdqqkQ8sSC0WB4i8PyRuQ,0.867,0.646,1,-4.674,0.288,0.303,0.0,0.67,88.634
39d9CQbAB6AMLCxcJtSc0U,0.642,0.787,5,-6.389,0.17,0.0185,0.0,0.406,146.733
395WRTyNwMGx80cDXqg6vM,0.521,0.592,9,-9.801,0.134,0.0489,0.0,0.356,129.754
1OfHes9WQdGQSIgNwrqIAw,0.642,0.907,2,-3.26,0.0507,0.00768,6.43e-05,0.357,107.06
7cq2nIdClANqlwH4okuYm3,0.665,0.431,8,-7.119,0.0306,0.416,0.0,0.698,149.935
