uri,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,valence,tempo
0yCWDaAgOtg6TKlNCg9rwA,0.77,0.84,11,-4.022,0.107,0.515,0.00452,0.192,96.012
7B4uYqxTpTOS1sgxFB9Ann,0.792,0.647,10,-5.447,0.334,0.0299,0.0,0.638,89.029
2NTVtNcpC0i1R7LVGaCZCF,0.716,0.803,10,-5.14,0.0445,0.03,0.0,0.325,124.961
60YICjIPdL7LDBcCMK0tAk,0.592,0.728,2,-6.098,0.311,0.00148,0.0,0.577,113.17
7cVe3mYMIfhOlz1NXFWv70,0.742,0.675,8,-6.551,0.0907,0.139,0.0,0.679,145.989
5pcmtf1lwrMqmAWWm248fY,0.863,0.387,5,-10.057,0.256,0.365,0.00238,0.39,100.013
5W7DOVGQLTigu09afW7QMT,0.557,0.794,11,-5.698,0.2,0.179,0.0,0.432,91.366
5uHy68Q7ZWe8Qq9k7EAprS,0.708,0.672,6,-7.493,0.0582,0.322,0.0,0.399,93.886
2tjWCe2W7sgvS3C8NHcdtI,0.435,0.658,7,-5.949,0.0368,0.699,0.0,0.524,77.17
2PcGqmKToUz0s65q1Acg7d,0.69,0.683,5,-7.186,0.0968,0.076,0.000113,0.549,160.088
7mNZUnDWUDidWBFaUpVtOC,0.486,0.494,6,-8.56,0.0324,0.715,0.0,0.414,179.975
1w3exvIgbRFV2ijf6qyWm8,0.738,0.599,8,-7.102,0.0393,0.434,0.0,0.575,120.052
6udC4b4jOSnHb9ItnXgKLR,0.619,0.429,2,-7.867,0.028,0.738,1.35e-05,0.545,90.058
3JkVYvxNoGf2HCWJo61462,0.814,0.786,8,-5.178,0.232,0.069,0.0,0.797,93.025
6FQQiTpYnfc5803p84bQp1,0.638,0.842,7,-5.305,0.0524,0.174,0.000356,0.145,169.901
3Vb8KkT6Ub5fFGPYJCJyLh,0.61,0.925,8,-4.01,0.114,0.00804,0.767,0.442,101.992
5D507IC1VOAg7bKkmOblr6,0.697,0.663,6,-7.246,0.0486,0.0701,1.04e-05,0.407,96.968
0MHiYjjcHNYM9KURa6NveF,0.809,0.583,1,-8.771,0.0605,0.356,0.0,0.478,96.049
209pScL6fUhISxcLWkB6rf,0.64,0.86,7,-4.481,0.101,0.302,0.468,0.516,96.996
2vkNA9I029dTwX0y6d59Sc,0.827,0.717,11,-7.755,0.111,0.0908,0.000523,0.772,123.987
4wCy7erulqUfFQNVaZBD9b,0.646,0.879,1,-3.668,0.0823,0.00659,0.0607,0.429,123.849
6eYsOcDdB5b6rTO5ubMxeV,0.862,0.886,10,-5.423,0.123,0.184,1.33e-06,0.896,124.031
5WWplXimzIjlJiN2N7T9Q3,0.826,0.779,0,-5.609,0.375,0.35,0.0,0.936,130.091
6yvxu91deFKt3X1QoV6qMv,0.608,0.757,2,-6.945,0.164,0.259,0.00216,0.625,124.078
6A6mDExVoAEJmc5JyVSQeK,0.503,0.665,7,-6.302,0.0801,0.124,0.000155,0.597,174.974
4HdzYTQiouB9BVYX7JOrhh,0.635,0.823,7,-5.437,0.153,0.0261,0.0,0.457,151.047
1Hdz67JES35Z4h3Yd4PXvV,0.645,0.947,11,-7.239,0.238,0.426,2.26e-06,0.823,156.828
0xttqqTj7ZAGyVkfOYxQ4F,0.665,0.596,9,-6.969,0.0278,0.293,3.67e-05,0.644,110.055
27NovPIUIRrOZoCHxABJwK,0.736,0.704,3,-7.409,0.0615,0.0203,0.0,0.894,149.995
0e8nrvls4Qqv5Rfa2UhqmO,0.737,0.846,1,-4.51,0.22,0.00614,0.0,0.546,87.981
3D0pmiK3zyF9PudyJ8mkor,0.908,0.314,0,-9.614,0.116,0.0424,4.15e-05,0.244,97.011
65c6VCikt7f5sAS1heoYQC,0.779,0.854,9,-4.958,0.219,0.0462,0.0,0.379,91.992
3iICKiDTyIK5qoVl2hXB2f,0.86,0.541,1,-6.51,0.0325,0.165,0.163,0.952,114.984
4faDlXyZMSxEuxBdd5gDIz,0.802,0.737,9,-4.306,0.0432,0.309,0.0,0.577,116.955
1418IuVKQPTYqt7QNJ9RXN,0.698,0.505,6,-8.242,0.0356,0.354,0.0,0.396,95.868
7m4CgL81VVIHaaiSxyH922,0.751,0.67,0,-4.587,0.267,0.0796,0.00018,0.766,156.062
5gSVKG0R4xc8qtDIoyDNy8,0.743,0.655,7,-5.228,0.0866,0.0391,0.0,0.164,91.004
3GVkPk8mqxz0itaAriG1L7,0.734,0.57,7,-7.066,0.133,0.847,2.14e-05,0.689,129.953
27ZZdyTSQWI7Cug2d2PkqV,0.9,0.509,1,-6.647,0.257,0.115,1.67e-06,0.765,100.007
0l1i3nJ4aDMk0inxnvzYTz,0.727,0.714,2,-4.494,0.0872,0.0209,0.0,0.618,164.003
2JzZzZUQj3Qff7wapcbKjc,0.689,0.481,10,-7.503,0.0815,0.369,1.03e-06,0.283,80.025
6SPLYHHBN0dKGaoD2Jcccs,0.779,0.331,1,-10.115,0.0794,0.411,0.00577,0.182,96.012
2gNMXJDKRmKWuevBGjN8wo,0.669,0.588,2,-6.902,0.339,0.177,0.0,0.237,97.026
1QZRCi2Z1DQQaR6bGAzhtN,0.843,0.768,11,-4.554,0.117,0.256,0.0,0.662,139.998
3T0oPETOdddxJ2xTt2qJe4,0.665,0.539,11,-7.213,0.0474,0.825,5.85e-06,0.368,110.101
4Mh04VNolWA9g97ychP72l,0.801,0.346,5,-13.455,0.252,0.0468,0.00169,0.653,159.986
4FcknXDJ8yW2QYUl0cm6uJ,0.704,0.563,4,-4.739,0.0297,0.594,0.0,0.0739,94.037
7wW9scVNLYFLsmBb1yAUmS,0.77,0.51,10,-5.469,0.192,0.137,0.000106,0.533,188.067
1skGwRjc7wYY70PJCAkKMr,0.824,0.543,4,-8.667,0.209,0.101,0.0,0.548,124.018
5yj7D4UllTkAccTmROibCQ,0.691,0.614,4,-8.991,0.0534,0.027,0.106,0.061,77.489
3Vmo13MxVRKBszmfK61ONH,0.791,0.687,1,-6.279,0.104,0.00665,2.12e-06,0.513,130.154
2vR23BjIzpLMtzsyKrM6Mb,0.473,0.562,0,-8.624,0.0451,0.65,0.000117,0.316,74.653
5eGsHi6RcL33gb9k89UYaB,0.826,0.581,3,-6.425,0.21,0.518,2.49e-06,0.787,92.434
0Id2IzhR3w50aP2PHfMUE3,0.703,0.609,11,-7.3,0.0444,0.111,0.0,0.696,89.929
57DhVYA7E1CyrE4OKuyLb7,0.826,0.712,11,-5.219,0.0727,0.095,0.0,0.49,93.029
3NpbGCDrcQTERaZb5dHhd3,0.69,0.575,11,-5.763,0.124,0.345,0.0,0.509,87.967
5ZTsPwtt7aCuzbWd5rDGys,0.674,0.514,5,-10.956,0.227,0.0126,0.0,0.192,99.901
3k9PtGmPNnQtt32TKWm6f3,0.726,0.624,9,-7.741,0.382,0.156,0.0,0.421,139.594
0wGrTrI43CKmfzbFNNhftb,0.767,0.867,4,-2.931,0.247,0.109,0.0,0.786,151.965
2MwCoo4GeXpi8soWn9EiPo,0.574,0.496,8,-7.153,0.0277,0.431,0.0,0.61,109.935
0JBnAsReYppHqCZJbqy5H8,0.628,0.703,10,-4.27,0.0812,0.0263,0.0,0.594,99.783
6Kynli1iHBqJRWUCohcV9h,0.484,0.948,1,-4.296,0.451,0.0473,0.0,0.686,125.645
7tZQznsUajYIVj4IwALXmz,0.727,0.672,1,-4.782,0.0426,0.181,0.0,0.135,94.006
36cqlmc53NqlEUqPJdgUOx,0.524,0.601,8,-6.112,0.0404,0.663,0.0,0.598,72.048
2hTn8oS49IQULxAWs7hEBz,0.817,0.715,9,-5.13,0.0484,0.183,0.0,0.398,100.002
2zQE8TE5BQDJA11ggnope9,0.73,0.748,6,-4.371,0.152,0.0936,0.0,0.694,155.861
5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,0.0483,0.0383,0.0,0.478,169.928
7FcQRdlqMvAKmQH1SXCk1s,0.735,0.839,10,-4.263,0.0381,0.129,0.0,0.609,100.017
2hDMBVN3P47GEhH5VtmA6m,0.658,0.603,2,-6.552,0.0676,0.472,0.0,0.519,146.864
5iUbq311UD3MZYmfi2a1Ob,0.843,0.579,1,-7.505,0.352,0.278,0.0174,0.395,141.73
7H3mfOvtPNA8YDF3EdKy0L,0.715,0.89,11,-5.438,0.051,0.00111,0.000837,0.891,134.994
1UUgngRGzFWfgpyN0WAN1r,0.401,0.488,2,-8.417,0.0288,0.6,0.0,0.455,149.951
2PEo8JQ48mfEv8a2HLqDvt,0.875,0.846,7,-5.276,0.0716,0.137,1.15e-05,0.697,114.981
1aQ58u4guUf999iQX3J2HF,0.584,0.847,2,-5.106,0.0933,0.00105,0.000525,0.371,170.983
6XmBh5HSdVzEAaqzEftL9t,0.591,0.648,7,-7.556,0.0392,0.449,0.0,0.423,107.978
6sPW145Y3LSXd4p1LjBOcS,0.47,0.513,9,-10.076,0.0294,0.373,6.5e-06,0.477,95.015
6NwEpX2JUWHVKWfDDfcqC4,0.65,0.783,7,-6.197,0.0377,0.22,3.71e-06,0.302,109.959
6zdikHQs2PBFgGIZBxqOeV,0.549,0.619,4,-6.924,0.0344,0.372,7.67e-06,0.407,90.034
5ZKG94fnjiuMH5yrC5S9lS,0.788,0.605,1,-5.586,0.0578,0.00899,0.00275,0.427,103.94
1DIXPcTDzTj8ZMHt3PDt8p,0.647,0.514,8,-10.05,0.0593,0.0655,0.0,0.386,79.975
5DqdesEfbRyOlSS3Tf6c29,0.732,0.463,11,-6.972,0.0287,0.374,0.0,0.397,95.971
4t22MCG1GHjKlXRCIlJlDd,0.814,0.723,7,-5.638,0.235,0.178,0.0,0.768,74.981
4hzDCJUFDyk66oIBirPiCl,0.643,0.906,1,-4.15,0.31,0.105,0.0,0.541,94.259
7Lvxcrbzuz1mNCPkFakS9K,0.645,0.534,4,-5.428,0.0306,0.147,4.3e-06,0.302,90.024
75Ak0cit8hV604Wjlq1gf2,0.639,0.594,10,-6.497,0.0347,0.131,0.0,0.378,80.034
3oWv5qDKYN7MH6FdlglMN5,0.756,0.713,3,-6.91,0.122,0.365,0.000153,0.597,92.039
0gmEt2nKOssVRStyUmjSpE,0.674,0.566,5,-8.551,0.0802,0.77,0.0,0.186,95.045
3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,0.145,0.258,0.00372,0.473,75.023
1ZMq0qzXfGnFo7BN03yddJ,0.697,0.66,10,-5.459,0.0352,0.472,0.0,0.301,93.011
3X3BiiDYiPVIn5gEpO9HiF,0.824,0.589,4,-4.961,0.39,0.257,0.0,0.565,88.027
1pW5BQT2ltq0NPSlbkev0v,0.731,0.73,2,-6.302,0.123,0.411,0.0,0.503,79.999
3ubdbuynat3QLfKtdtJ5BH,0.767,0.745,1,-6.144,0.0589,0.45,0.0,0.448,97.076
6qS40yL7kXVoChI8SSCQIQ,0.837,0.575,5,-7.971,0.127,0.0361,7.23e-06,0.655,105.015
2jt9VV6QGn0tbwkrr26OO6,0.751,0.739,1,-6.977,0.045,0.2,0.0,0.405,95.003
1TRgZ55GFCKSbrTb62rmra,0.868,0.635,10,-6.352,0.227,0.164,0.0,0.621,90.019
16xg7UwH9hbs96vCD8k6bC,0.848,0.735,1,-4.661,0.0445,0.291,0.0,0.57,98.973
60suOlM8VpTVITPFeqth8r,0.69,0.399,8,-11.202,0.0576,0.202,0.0,0.311,89.975
47Rqh5ZSamtIOFi7G6VgFJ,0.886,0.579,0,-7.231,0.209,0.236,4.23e-06,0.427,105.028
6HGoVbCUr63SgU3TjxEVj6,0.726,0.652,1,-7.764,0.11,0.00451,3.32e-05,0.803,163.879
6qCNaRRr5xJALfNJvh0NAw,0.782,0.827,11,-4.219,0.0627,0.159,0.0,0.498,104.032
3uHisD8WxXOYLaxeOl098L,0.718,0.58,2,-5.149,0.028,0.602,0.0,0.31,97.979
7gFzBppKTiKAs38SWOjbO6,0.711,0.346,7,-10.162,0.0291,0.766,0.0,0.771,91.993
2NBYiYtI4v1ujkhHZBq3xw,0.774,0.672,2,-4.351,0.0621,0.276,1.82e-05,0.307,107.956
19EZKr7Kf0XWCcspyWL8Rp,0.714,0.72,2,-4.722,0.136,0.102,0.0,0.592,143.877
1SC5rEoYDGUK4NfG82494W,0.593,0.503,8,-6.725,0.22,0.293,0.0,0.71,178.781
5eN1nmOe9R29OBL6soTJov,0.871,0.496,10,-9.29,0.0721,0.035,2.83e-05,0.287,93.033
2mKvEIvd912eg3FZ8WamMS,0.71,0.772,9,-4.496,0.103,0.203,0.0,0.789,149.829
7rlulUEMn27TLbdHpNPugE,0.733,0.812,5,-3.505,0.272,0.0872,0.0,0.535,167.995
6C8JJFoGC4dkVtAHVK3iif,0.821,0.69,1,-4.981,0.187,0.0202,0.00398,0.648,140.171
39ujbBjTwwqUFySaCYDMMT,0.77,0.824,1,-6.491,0.0851,0.485,0.0,0.49,172.006
0nsZBSzz5WG7onOtEL5mqj,0.585,0.641,6,-4.269,0.133,0.0286,0.0,0.266,88.284
06fRsW6JDm7WPQWrmrMak2,0.643,0.605,4,-5.968,0.297,0.0336,0.0,0.145,84.216
1JWWwXFfNKi6ioDZOaa9jX,0.942,0.566,11,-4.834,0.226,0.0773,0.0,0.479,132.858
12LE4Omy9ze8xTOMofMVB3,0.685,0.755,11,-6.045,0.0476,0.102,0.194,0.422,158.932
3FQwvjvKnE3O4YKawVUNpA,0.897,0.662,1,-6.903,0.292,0.0852,0.0,0.39,112.509
525NKU3UFgZQtCXWBWE0al,0.619,0.84,0,-5.427,0.0515,0.082,0.275,0.0805,105.987
1zAkNzJZVPrWDCnowb1vpZ,0.483,0.65,7,-6.752,0.0349,0.573,2.97e-05,0.637,94.988
3lRzVvMNG1QJcHlhLXM0lA,0.833,0.67,7,-7.313,0.194,0.046,0.0,0.7,92.991
038oBXqL9ttCHHZmNrYxQk,0.836,0.649,11,-6.442,0.332,0.0716,0.0,0.294,95.084
3yqkV2Vd0u4l9lUnlaFNZT,0.527,0.591,5,-7.632,0.0282,0.626,0.00798,0.543,119.932
1PaxAUxLEVpi75l0nDtwu1,0.607,0.782,1,-4.179,0.0856,0.305,0.0,0.747,64.935
2dpMdklbSc5CmZ3ijhknZ5,0.651,0.827,10,-5.108,0.0319,0.00162,0.0902,0.851,114.918
5KDEqPWSBZzrANHGBlJ8xN,0.779,0.705,6,-5.891,0.163,0.00471,0.0,0.196,140.005
08QN1e5ou2ANfx9AhB88nw,0.779,0.705,6,-5.891,0.163,0.00471,0.0,0.196,140.005
6JHmmaJRB6OFZa7hjfxAfc,0.779,0.705,6,-5.891,0.163,0.00471,0.0,0.196,140.005
0zsA45R0SQPfqC5TyDOqY8,0.467,0.826,4,-3.885,0.049,0.298,0.0,0.417,160.025
3B54sVLJ402zGa6Xm4YGNe,0.726,0.769,6,-5.043,0.123,0.0293,0.0101,0.733,97.985
0JP9xo3adEtGSdUEISiszL,0.921,0.537,9,-5.723,0.0804,0.556,0.00404,0.711,128.009
4IQqOlTZpfjnSTOArpZX5j,0.758,0.573,6,-6.221,0.0428,0.0888,0.000677,0.284,110.983
6qJrmD6CXKWkWcsYwu9AV3,0.78,0.758,5,-6.414,0.138,0.115,0.0,0.711,92.016
7tpRgru0h8B4eCvdBegLTA,0.524,0.632,10,-7.285,0.0785,0.255,0.0,0.416,169.989
0Z2SFlnXH9yMN36djUeqyE,0.818,0.726,7,-6.694,0.216,0.0916,1.01e-06,0.345,92.013
0C4KChnQFHNgtjbppUFooH,0.868,0.572,0,-6.217,0.112,0.101,0.0,0.485,96.985
1xSCr5uIndaHKFdO4s2V6B,0.598,0.804,2,-5.39,0.123,0.0576,0.0,0.322,139.737
7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,7,-2.827,0.0738,0.00286,0.0,0.662,112.238
0HTb4JfMtMkMYUtyd19In3,0.658,0.539,3,-7.043,0.0433,0.857,1.45e-06,0.461,80.088
51hrri99KuNwhALxbRRJnq,0.681,0.549,5,-10.269,0.399,0.66,0.0,0.549,106.652
0M4HcGtxIWVVH4rSNp6XhQ,0.768,0.444,1,-8.079,0.0811,0.112,0.00314,0.563,92.078
4Q3D7EnZNDNnIZsfjSbGkh,0.771,0.69,2,-7.379,0.174,0.0267,5.09e-06,0.423,165.951
2VGs7EmaIxq96Wcog6DQOc,0.82,0.785,5,-4.003,0.158,0.59,1.79e-05,0.894,140.013
7MdX25DW2YXXwCWl8fSHnq,0.665,0.572,5,-9.611,0.262,0.37,0.0,0.634,146.9
1v8NfOckFEnck9gp7iyetm,0.756,0.538,1,-6.625,0.0485,0.654,0.0,0.516,92.023
6q9XTgfWilsnyiFofvYrIF,0.788,0.87,9,-5.217,0.177,0.123,1.43e-05,0.884,109.974
0mvcsYusnTYlAkOZ077lDb,0.877,0.781,5,-4.459,0.0548,0.0315,0.000397,0.373,102.994
3Blsc8iWj4LLgnCe0DhnU0,0.754,0.674,3,-7.212,0.102,0.623,0.0,0.517,116.96
4hAmLeBT1Ryk2oxSMMiJ7z,0.779,0.693,8,-6.033,0.0885,0.0832,0.0,0.469,150.019
0MYof8K1RPjc1Htnr7CDa6,0.707,0.625,4,-7.638,0.145,0.709,2.77e-06,0.477,123.028
4oglYe270D9yn6Gc0JWc03,0.922,0.763,5,-5.948,0.0974,0.261,0.0672,0.478,128.032
2V52mICuJnWB3C4lrJZd7v,0.595,0.689,2,-6.822,0.283,0.00463,0.0,0.519,176.069
1kJL5ouqpWRitSej8fdTor,0.724,0.728,4,-4.146,0.218,0.0459,5.84e-06,0.47,172.059
1rhSz40cKH9mzrlJKhg0E4,0.771,0.905,6,-3.268,0.155,0.11,7.46e-06,0.858,163.978
70rQq4iMDKjX8UlG7QlHUa,0.812,0.855,7,-3.725,0.0554,0.0789,0.000167,0.573,90.04
2ldVpRwLjfUWCDqrjNQYWt,0.812,0.855,7,-3.725,0.0554,0.0789,0.000167,0.573,90.04
7FNClArpU0MQIIkAU5VSwh,0.734,0.531,1,-5.662,0.0321,0.196,0.0,0.199,130.025
27XJv9grlenIhZEPpDdnIY,0.812,0.855,7,-3.725,0.0554,0.0789,0.000167,0.573,90.04
1O00WM9qGLUBA5gq2yw0WF,0.552,0.667,9,-8.024,0.333,0.0381,0.0,0.348,174.889
0yy3WShigK5eqAmhS4aRwz,0.812,0.855,7,-3.725,0.0554,0.0789,0.000167,0.573,90.04
1dVZeuQFWzSI22d3hPEncI,0.843,0.789,7,-2.801,0.247,0.0028,2.41e-05,0.571,125.071
0t0mHozF8Xsif9w8bemh9D,0.607,0.843,5,-8.15,0.218,0.103,4.42e-05,0.582,133.131
79hVM41bj2IKfCVhUFh9Ra,0.812,0.855,7,-3.725,0.0554,0.0789,0.000167,0.573,90.04
6qMj7ctUqGyqWaSh62I4I4,0.812,0.764,8,-3.39,0.101,0.59,0.0,0.431,100.082
0fGclndst25Qqy8j4u5De5,0.498,0.679,4,-7.252,0.214,0.256,0.000325,0.743,99.702
5vyRNIsjHH6pZu1dKBddOO,0.691,0.894,9,-1.681,0.115,0.291,0.0,0.623,184.018
0zhxUjkXag9iEFccaiua4a,0.685,0.909,3,-4.034,0.0396,0.0471,0.0,0.922,95.004
0vp47IigZ7JVQ89jDetO7H,0.805,0.878,7,-3.826,0.0864,0.0754,0.00329,0.922,124.994
5jXwDTzWWPK4AzJwHEHdkQ,0.83,0.623,6,-4.056,0.0801,0.0219,0.0,0.614,101.036
6EwRpLL5QThnF2k1sZzQpC,0.488,0.585,5,-4.39,0.0263,0.664,0.0,0.399,143.96
5omEZ9V6ytpM0WNBcIOavc,0.685,0.909,3,-4.034,0.0396,0.0471,0.0,0.922,95.004
20vLGVDLfbzdh3vbSpSuj8,0.691,0.894,9,-1.681,0.115,0.291,0.0,0.623,184.018
7K96XKPXv0xPKetFRB7Zh6,0.805,0.878,7,-3.826,0.0864,0.0754,0.00329,0.922,124.994
7qhOEYwWarxO50hAZkEY59,0.685,0.909,3,-4.034,0.0396,0.0471,0.0,0.922,95.004
2T1SNgLERipx3n6iVTeHZA,0.813,0.786,6,-4.133,0.154,0.107,0.0,0.828,175.908
3AedlLCGKNhQdhtLzObIbR,0.839,0.907,9,-4.259,0.0453,0.101,0.0,0.737,121.048
2x8gjYPcomasunXlQ4gA2i,0.735,0.906,10,-3.658,0.11,0.0342,0.0,0.71,92.023
0bhhXULPNfCsVhZp35HrC3,0.783,0.84,1,-3.416,0.051,0.174,0.0,0.838,95.002
0VgkVdmE4gld66l8iyGjgx,0.833,0.434,2,-8.795,0.431,0.0102,0.0219,0.281,150.062
7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0,-9.144,0.242,0.469,4.13e-06,0.437,134.021
2qgXrzJsry4KgYoJCpuaul,0.512,0.695,4,-6.349,0.0271,0.0265,0.00815,0.351,145.957
3F5CgOj3wFlRv51JsHbxhe,0.529,0.673,0,-4.711,0.175,0.000307,2.41e-06,0.366,165.921
4fyR24BKznXBLNkK8LwWla,0.73,0.58,0,-7.976,0.124,0.0399,2.48e-05,0.55,167.915
3Ofmpyhv5UAQ70mENzB277,0.778,0.695,4,-6.865,0.0913,0.175,0.0,0.472,149.996
5DVnSQ90r2M3gm6XbgTCLp,0.788,0.752,1,-3.823,0.0843,0.0711,0.0,0.236,140.032
2JHX4L5wNhzxVMPwc7UMAw,0.815,0.427,0,-7.521,0.082,0.59,0.0,0.167,95.172
7AW4g4I9fPfUIyqtbsuAkM,0.899,0.479,2,-10.432,0.272,0.0126,0.0,0.309,85.005
4Znd47cztY1DEmoWWVcP74,0.731,0.694,5,-4.314,0.0896,0.721,0.0,0.656,62.995
7sp9SYjIBBniAJ7xa1nkZh,0.677,0.68,1,-5.19,0.103,0.0616,4.49e-05,0.473,189.954
7rXDc2ImBGwcypUFbNqbFB,0.612,0.829,9,-4.225,0.0583,0.0606,0.0,0.694,94.961
2oiffhYxrg5NHiPDZubyqa,0.812,0.855,7,-3.725,0.0554,0.0789,0.000167,0.573,90.04
7i06j7x2UzGnURlzGV37WL,0.812,0.855,7,-3.725,0.0554,0.0789,0.000167,0.573,90.04
0I3wA6Iy9HF8uW38es7Tb1,0.812,0.855,7,-3.725,0.0554,0.0789,0.000167,0.573,90.04
3yfqSUWxFvZELEM4PmlwIR,0.949,0.661,5,-4.244,0.0572,0.0302,0.0,0.76,104.504
3MxwkxdOyQxGjT3UeOqCEk,0.74,0.613,8,-4.88,0.145,0.258,0.00372,0.473,75.023
7xHG6LdShPMXeL5SllDprP,0.549,0.751,6,-4.398,0.179,0.637,0.0,0.164,138.504
2xpkJFCKCevn863vXJli7S,0.812,0.855,7,-3.725,0.0554,0.0789,0.000167,0.573,90.04
7af1WixhIA44jYgzXU19da,0.734,0.531,1,-5.662,0.0321,0.196,0.0,0.199,130.025
1v1nsB6TCXuhdC4QNP4aB4,0.734,0.531,1,-5.662,0.0321,0.196,0.0,0.199,130.025
43VoASYNFFXqy2HE0rAm4W,0.812,0.855,7,-3.725,0.0554,0.0789,0.000167,0.573,90.04
1iKqYeWSuNtpiv1L9IGAbB,0.537,0.768,7,-4.412,0.177,0.139,0.0,0.508,171.997
511zIRlXGOQs2oykDi4KwT,0.812,0.855,7,-3.725,0.0554,0.0789,0.000167,0.573,90.04
5wPayKgEqHa0ewZhUS8BSY,0.685,0.909,3,-4.034,0.0396,0.0471,0.0,0.922,95.004
4lLahP9nb19QJux8cSXSIX,0.685,0.909,3,-4.034,0.0396,0.0471,0.0,0.922,95.004
27sqBDytiRE42WplwCLrj7,0.685,0.909,3,-4.034,0.0396,0.0471,0.0,0.922,95.004
2xXAcD0zzapYgSl5z1A847,0.691,0.894,9,-1.681,0.115,0.291,0.0,0.623,184.018
1qdiryo9D6QgoZw9beV72q,0.737,0.86,8,-2.652,0.0594,0.11,1.94e-06,0.656,93.989
62ppSZlSrkdflEZWXM34gG,0.685,0.909,3,-4.034,0.0396,0.0471,0.0,0.922,95.004
3ufMt1JWzgGeJ1rvGjeGbX,0.685,0.909,3,-4.034,0.0396,0.0471,0.0,0.922,95.004
3ZPrcLz9peBVWyYZHwx0DI,0.783,0.84,1,-3.416,0.051,0.174,0.0,0.838,95.002
5OotwkHgMpNYfsCwAOs4jP,0.861,0.886,10,-5.413,0.122,0.182,1.29e-06,0.898,124.031
5Y35bkxA5od9mlkPuN9Tit,0.685,0.909,3,-4.034,0.0396,0.0471,0.0,0.922,95.004
0w6KXQRbURk23AtKn3q5Wr,0.685,0.909,3,-4.034,0.0396,0.0471,0.0,0.922,95.004
0S6JhgDleukTFLOMlIuiZI,0.805,0.878,7,-3.826,0.0864,0.0754,0.00329,0.922,124.994
7cS2YS8Q5wJ7ZzqbKLsuFR,0.805,0.878,7,-3.826,0.0864,0.0754,0.00329,0.922,124.994
7maprFc3lpb4PSq3290wk3,0.691,0.894,9,-1.681,0.115,0.291,0.0,0.623,184.018
0tNLlw94DIrCECnp0dSUUz,0.73,0.939,11,-4.665,0.0532,0.0347,0.0,0.939,121.001
0c9wSzwT33NaUlJNy1z0jh,0.639,0.943,5,-3.542,0.136,0.0462,0.0,0.639,198.051
4nSwWiwtieiNmRAjy9fEXN,0.593,0.776,0,-4.343,0.0325,0.216,2.94e-05,0.634,81.992
