uri,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,valence,tempo
1uv9nDXqHJkybUGfVJws3U,0.544,0.573,8,-5.694,0.0356,0.0958,0.0,0.233,122.977
3opqy7HYeNHQaUwYVS7cLo,0.554,0.757,0,-4.298,0.0355,0.0101,0.0,0.629,75.049
66ERrn57fmkbOq9zhELGPv,0.429,0.197,3,-9.798,0.032,0.774,3.02e-06,0.197,128.49
32nkedxdwf3uW4jS8Jdxca,0.369,0.192,4,-12.151,0.04,0.555,8.35e-06,0.148,175.212
46lUgixgC1Q39P0oWwJZLF,0.477,0.697,11,-4.348,0.0301,0.031,0.0,0.486,150.048
7nbj09isjVmgNYJ7eKBzyt,0.369,0.192,4,-12.151,0.04,0.555,8.35e-06,0.148,175.212
6RfcUecxEqj4rFo9vhvpCr,0.544,0.573,8,-5.694,0.0356,0.0958,0.0,0.233,122.977
50c1S2S83wvta4UOk910MY,0.544,0.573,8,-5.694,0.0356,0.0958,0.0,0.233,122.977
7C9wYAslZ7ffzhJZTyaCYs,0.369,0.192,4,-12.151,0.04,0.555,8.35e-06,0.148,175.212
3ph79KYuJ2bndNPA2c1tRH,0.525,0.94,4,-3.546,0.065,0.0283,0.0,0.636,140.093
7M9ZOPynXtdsAYhDCeeYnN,0.369,0.192,4,-12.151,0.04,0.555,8.35e-06,0.148,175.212
4tYjwNdqpgvvgOt1O6li7x,0.544,0.573,8,-5.694,0.0356,0.0958,0.0,0.233,122.977
60HMnpDctYiFAoGkj5ciW6,0.606,0.972,9,-4.872,0.0459,0.0217,0.000161,0.856,151.049
6UmnCDi8DGVLqh7M2gltkq,0.741,0.697,0,-7.03,0.0277,0.0665,2.35e-05,0.774,116.109
6ZqH4uUlj3rArdFyaejq9n,0.508,0.296,3,-10.513,0.0755,0.897,5e-05,0.134,82.532
62GUsHPmjBVmuDmyE3PuGP,0.544,0.573,8,-5.694,0.0356,0.0958,0.0,0.233,122.977
49oArb5U9DsUXpPSjDPsob,0.779,0.662,0,-5.826,0.0284,0.141,1.16e-05,0.811,116.115
754GZNuFfUJ0RVPjG8Gwaw,0.622,0.931,11,-4.66,0.0507,0.106,2.45e-06,0.521,108.051
71Qz8eIA8FAty6bWWowNDH,0.611,0.972,9,-4.845,0.0464,0.0253,0.000111,0.871,150.992
4ciJOrk7GS4N0wJeQJATLN,0.553,0.823,7,-3.194,0.0689,0.0201,0.0,0.552,133.781
2wSZhX2Yvslh1oZFFjj45p,0.484,0.944,4,-3.652,0.0413,0.0901,0.0,0.839,170.064
7m0ZqFw6SHoAvtEccpMOs3,0.633,0.674,9,-8.638,0.0348,0.0572,0.00154,0.965,103.426
6ndj9mwGI2t50WWLPwLzIM,0.471,0.912,5,-3.032,0.0724,0.032,0.0,0.613,139.667
4nyN0a40cy71y5kWMLL6A2,0.393,0.732,4,-8.188,0.0295,0.00471,0.123,0.621,100.41
014SIjoLDG1Ku19c5FlDYh,0.393,0.732,4,-8.188,0.0295,0.00471,0.123,0.621,100.41
1Ygg8lP3sRwkN9aEyBQgC6,0.508,0.769,2,-5.973,0.0326,0.0577,6.1e-06,0.939,178.95
2rggQ3hWhqF27FaxGLPnth,0.437,0.742,4,-7.062,0.0291,0.00651,0.037,0.688,102.186
6Pt0FLZMQcycOm3BwToqQa,0.64,0.663,0,-7.516,0.0373,0.201,0.00806,0.665,132.768
3h39RyWGw1toh9dpSeNbdE,0.508,0.769,2,-5.973,0.0326,0.0577,6.1e-06,0.939,178.95
0BIpEYy15QaMusucc8H0l7,0.621,0.85,2,-4.203,0.0311,0.0221,1.52e-06,0.923,89.497
3qFSZXYoXpyjTvlG4jX9hJ,0.617,0.378,4,-7.108,0.0662,0.808,2.33e-05,0.345,98.299
5OLWhgBWQYUN6llsmYkPGp,0.621,0.85,2,-4.203,0.0311,0.0221,1.52e-06,0.923,89.497
4j5ffIFh7bFT7GZciP1TCy,0.654,0.63,10,-4.644,0.0259,0.149,0.0,0.43,89.991
6Xf8iYxVkoNXqWB0Yjgcpb,0.654,0.63,10,-4.644,0.0259,0.149,0.0,0.43,89.991
3ovpz51ql3sXfcDc66DNFb,0.467,0.481,2,-6.947,0.0255,0.227,0.000189,0.248,147.886
7BccBkxwRLREpmLjZtZVfd,0.544,0.572,0,-6.205,0.0319,0.118,0.0,0.52,169.885
5Ry3XVXK0nINrrH84IoO3W,0.654,0.63,10,-4.644,0.0259,0.149,0.0,0.43,89.991
7oTUCpSwd2yVIUnzT5uaIv,0.741,0.499,11,-8.035,0.0356,0.23,0.0,0.692,103.96
2o2UZk7OFL6QeMUOZW7RnH,0.544,0.572,0,-6.205,0.0319,0.118,0.0,0.52,169.885
1s4GtzDwUCQPdvkb7vXBUc,0.741,0.499,11,-8.035,0.0356,0.23,0.0,0.692,103.96
5SfNJC5gLHSsyRKN04jVi3,0.541,0.871,1,-4.741,0.122,0.00527,0.0,0.666,179.973
6QEQQbdqy6MIjqIa8tNvTj,0.544,0.572,0,-6.205,0.0319,0.118,0.0,0.52,169.885
5ROz72zGx6pWOKoes5soBm,0.741,0.499,11,-8.035,0.0356,0.23,0.0,0.692,103.96
1reKcluTdLC5sHyUi49XOV,0.544,0.572,0,-6.205,0.0319,0.118,0.0,0.52,169.885
6dF0KC5b9O5yaVAP6t6oFa,0.654,0.63,10,-4.644,0.0259,0.149,0.0,0.43,89.991
3olUwN8JrVTL2Jh1yDyJHi,0.654,0.63,10,-4.644,0.0259,0.149,0.0,0.43,89.991
4rhIB4nVYTvB7wi6SrLp6z,0.586,0.704,4,-4.772,0.0307,0.15,0.0,0.442,84.982
0E3guardtMOU1IwzELZdXA,0.544,0.572,0,-6.205,0.0319,0.118,0.0,0.52,169.885
47etYUs12o0yYHd2bQ7Hel,0.586,0.559,4,-6.725,0.05,0.639,0.0,0.437,177.945
4WL9q9SK8qIlleTzocUAtZ,0.544,0.572,0,-6.205,0.0319,0.118,0.0,0.52,169.885
3QXRiVwxn7MHstHs11mwkX,0.655,0.677,6,-4.278,0.0326,0.146,0.0,0.62,127.041
4cDX4xSAxCH2ckaU6cJM25,0.545,0.713,8,-6.944,0.0543,0.0187,0.0,0.476,189.985
6eWeTcpAu5F68IQf2xWTU3,0.558,0.54,3,-7.2,0.0305,0.501,0.0,0.654,133.774
5VFKfahPr6qgucDOv7oMIh,0.596,0.833,9,-4.308,0.0474,0.0563,0.0,0.618,115.997
5VCy743OaUmLpijIonFmaw,0.654,0.889,10,-3.058,0.0513,0.64,0.0,0.73,125.018
0Qi2JkCpl4VrTVC6UqxSGX,0.558,0.54,3,-7.2,0.0305,0.501,0.0,0.654,133.774
7jkbE3Gxpqp58m4bn5FWu7,0.558,0.54,3,-7.2,0.0305,0.501,0.0,0.654,133.774
42Do6gNxZctRhhWKw55RJ5,0.4,0.647,2,-7.279,0.0337,0.176,5.79e-05,0.274,84.08
4quvClCm13beWUAS7A8oOb,0.4,0.647,2,-7.279,0.0337,0.176,5.79e-05,0.274,84.08
02HqnDssYA62iGapkpJIkJ,0.501,0.815,1,-4.865,0.0436,0.0513,0.0,0.46,160.087
1vL63FmpGbAEpKCSh7ZsL0,0.724,0.789,1,-4.813,0.0302,0.0441,0.0,0.945,124.013
5NIghjUqcZEDKbjLtlFEnS,0.455,0.628,7,-6.253,0.0272,0.31,1.85e-06,0.402,160.0
2intfvINZGxNvyMRZaC7mI,0.598,0.943,2,-3.964,0.0347,0.0933,0.0,0.801,117.906
7frfyLfeNQbyKvPUBdrDjl,0.598,0.943,2,-3.964,0.0347,0.0933,0.0,0.801,117.906
7HUlOKnGX8VZjwSCdd6N7X,0.683,0.796,11,-4.179,0.0284,0.112,0.0,0.533,90.031
0mTSm4MqhfSwCwDnQqABKk,0.501,0.815,1,-4.865,0.0436,0.0513,0.0,0.46,160.087
1nSYUQngGS5foiagiilbYU,0.634,0.903,7,-3.588,0.0323,0.0465,0.0,0.559,100.083
20oObdEfRtnT9PkZ6YqOP2,0.652,0.746,9,-5.325,0.0286,0.0142,0.0,0.876,135.063
6fJbsque97JgCY0Bi3w1mQ,0.4,0.647,2,-7.279,0.0337,0.176,5.79e-05,0.274,84.08
0flKOLkgpWup1pH16EVaPO,0.683,0.796,11,-4.179,0.0284,0.112,0.0,0.533,90.031
2bbBBFlA66OVmzX9BMD9Dh,0.654,0.889,10,-3.058,0.0513,0.64,0.0,0.73,125.018
7k50ddcASwxD4nq6cXCEle,0.486,0.565,6,-6.553,0.0336,0.27,0.0,0.269,129.961
4TeLaDmBpXnXtzvlY353yD,0.453,0.7,1,-4.741,0.038,0.131,0.0,0.447,164.173
0KL1FSJmz6Fie5xnzhfbIw,0.455,0.628,7,-6.253,0.0272,0.31,1.85e-06,0.402,160.0
5huByJCSYO88ozJcs4p8co,0.501,0.815,1,-4.865,0.0436,0.0513,0.0,0.46,160.087
4RttQSlgO2ijW0wQNLz4GM,0.442,0.131,7,-10.49,0.028,0.687,0.0,0.277,76.991
7CzUkV2dSe5WwM4apgSIhK,0.501,0.815,1,-4.865,0.0436,0.0513,0.0,0.46,160.087
32GoFnMDbw56kIBCmoHubS,0.455,0.628,7,-6.253,0.0272,0.31,1.85e-06,0.402,160.0
5XuozI1077Tdy8EUabPWuE,0.417,0.968,8,-3.827,0.0452,0.00144,2.56e-05,0.879,187.979
2JerUEDYblFmPzZjLs4a1z,0.501,0.815,1,-4.865,0.0436,0.0513,0.0,0.46,160.087
0EnvJBejWaMxn3qAvWV4B9,0.445,0.537,1,-5.477,0.0311,0.331,5e-05,0.246,157.98
2eDNes32ixF4zZnBcRgIAw,0.501,0.815,1,-4.865,0.0436,0.0513,0.0,0.46,160.087
40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,0.027,0.00574,0.000494,0.609,147.125
1RApeFN2al65TwLqQ2cVho,0.654,0.63,10,-4.644,0.0259,0.149,0.0,0.43,89.991
28mwPMWi59y5SIwOlRHGwi,0.501,0.836,11,-3.587,0.0488,0.208,0.0,0.617,159.849
6oP9uP1m5EqgdeJiK0brk0,0.544,0.572,0,-6.205,0.0319,0.118,0.0,0.52,169.885
6nDPNWeMK5UxWwcMGGkVA4,0.654,0.63,10,-4.644,0.0259,0.149,0.0,0.43,89.991
7LgyKYscgD7wkzsLRRTTpd,0.616,0.437,1,-5.968,0.0298,0.351,0.0,0.386,135.939
0PkXnSmOLuk2LFQbQokBvc,0.654,0.63,10,-4.644,0.0259,0.149,0.0,0.43,89.991
3AiZ1NZ41XnHTqakJg18Gj,0.544,0.572,0,-6.205,0.0319,0.118,0.0,0.52,169.885
74neN8NvU5LnqgzBibX6MH,0.694,0.769,6,-4.665,0.0325,0.163,0.0,0.663,93.033
4veKtopHidSZBhrDQJVQp1,0.655,0.677,6,-4.278,0.0326,0.146,0.0,0.62,127.041
4kUrtRwzg1W6jN38Qk0Z5U,0.582,0.568,1,-7.3,0.0275,0.577,0.0,0.394,121.991
1cH9CLvZO8Tk4xvKOPCM4d,0.582,0.568,1,-7.3,0.0275,0.577,0.0,0.394,121.991
0WClv9xPvQPeuZcPwP0VZf,0.582,0.568,1,-7.3,0.0275,0.577,0.0,0.394,121.991
1ubwDgxIb5ztWAkYxppOCi,0.431,0.837,9,-5.067,0.0432,0.259,0.0,0.648,170.041
4wFn8ntlog7h00pewaY4KJ,0.582,0.568,1,-7.3,0.0275,0.577,0.0,0.394,121.991
4wzN1hkeCOZumvfN8eKwJk,0.582,0.568,1,-7.3,0.0275,0.577,0.0,0.394,121.991
5qWwotKwu8uj7IoSFvbAmk,0.509,0.881,0,-5.302,0.0497,0.00489,0.0,0.509,141.881
5hEMsvmH7SpaiCVU9DZg5N,0.431,0.837,9,-5.067,0.0432,0.259,0.0,0.648,170.041
3SzuMY817DvasIC4q1GMSV,0.431,0.837,9,-5.067,0.0432,0.259,0.0,0.648,170.041
0CJnj7jeQoDlupfJt9IVxS,0.582,0.568,1,-7.3,0.0275,0.577,0.0,0.394,121.991
4N6gKsA1p5m8gjvgc0sEKB,0.524,0.643,9,-6.055,0.0297,0.451,0.0,0.397,135.962
2Lmzw98tabQcaOmjOJF1Eg,0.503,0.643,9,-6.586,0.0304,0.523,1.23e-06,0.345,148.11
356eIGWB5tgQ8d4o55kM27,0.524,0.643,9,-6.055,0.0297,0.451,0.0,0.397,135.962
0BFPuuaii3WETh2ZtHWZAN,0.431,0.837,9,-5.067,0.0432,0.259,0.0,0.648,170.041
0JkcxWpvH30Nbtt5kdfjI6,0.626,0.4,7,-6.689,0.0251,0.798,0.0,0.401,97.565
3Aphk7SSL24n0njXT6k4l9,0.431,0.837,9,-5.067,0.0432,0.259,0.0,0.648,170.041
33AUzFOiyOtWEr9aNU2d6H,0.582,0.568,1,-7.3,0.0275,0.577,0.0,0.394,121.991
08mp5CIILzrapwf3GX9sEH,0.524,0.643,9,-6.055,0.0297,0.451,0.0,0.397,135.962
2GfuDjHEPDpQMAe4mTgQ49,0.524,0.643,9,-6.055,0.0297,0.451,0.0,0.397,135.962
0fchsvPWZULjTtlp8I6ehS,0.582,0.568,1,-7.3,0.0275,0.577,0.0,0.394,121.991
2PgbuDVrncYKcViqrB3L0p,0.524,0.643,9,-6.055,0.0297,0.451,0.0,0.397,135.962
6QQ5e8x9yRj62orHvwTFMo,0.582,0.568,1,-7.3,0.0275,0.577,0.0,0.394,121.991
2j9EhXt9y02th8iPkQUFsL,0.248,0.308,2,-6.746,0.03,0.797,0.0,0.348,91.29
16zU12K33u00PP0oz32bgv,0.431,0.837,9,-5.067,0.0432,0.259,0.0,0.648,170.041
21mw38dWyUNZ6fT0mo8aCt,0.642,0.354,6,-6.837,0.0281,0.672,0.0,0.428,114.936
2Qz1rfYZtRq6hLUqs2Afgj,0.497,0.897,5,-4.21,0.0513,0.00635,0.0,0.539,142.007
1uM9MucJX0ztob8h3XFakX,0.524,0.643,9,-6.055,0.0297,0.451,0.0,0.397,135.962
1L3s7R9tvoXebcEioxl0at,0.524,0.643,9,-6.055,0.0297,0.451,0.0,0.397,135.962
3wYce5GyRKkhKfUlUE5RID,0.614,0.884,0,-4.019,0.0402,0.00122,0.0,0.721,100.523
2Uxnz7OTTYtgGrwjVcYRlG,0.497,0.897,5,-4.21,0.0513,0.00635,0.0,0.539,142.007
4mFZ4NKNLNVOugne8um1MT,0.502,0.877,7,-2.847,0.0746,0.0129,0.0,0.696,170.123
3VXroe2BrvpJh3O9dTgMWs,0.585,0.51,10,-6.028,0.0322,0.427,0.0,0.436,135.24
3SCYKwSFwlSe5xEvVlcP1W,0.775,0.562,4,-6.041,0.0299,0.468,0.0,0.77,121.034
5Pc6HHW8FLEfZqYloxgbuw,0.607,0.522,4,-10.068,0.0279,0.235,0.0,0.887,162.081
7u5Yop62YKg1uws7uKyKE5,0.449,0.89,8,-9.5,0.05,0.0521,7.82e-05,0.696,156.978
2Jun5XTPvYxgMArwdDT4Vy,0.499,0.295,5,-11.782,0.0287,0.794,0.0,0.323,154.938
61gLyY13fBlwh9Kp2gvmlL,0.499,0.295,5,-11.782,0.0287,0.794,0.0,0.323,154.938
49yGVckA7KfjnYpKtBdACZ,0.743,0.621,0,-10.742,0.0651,0.465,0.0,0.865,90.384
22Q68uXoySffMDUAzYUyLR,0.499,0.295,5,-11.782,0.0287,0.794,0.0,0.323,154.938
0nR17tnzpnWBFKW7EGLxfg,0.743,0.621,0,-10.742,0.0651,0.465,0.0,0.865,90.384
3gq98hzXfMGQ5VFIGJ1DoB,0.679,0.742,4,-4.149,0.0292,0.121,7.21e-05,0.869,147.829
3fgJqcj57xcIJTg5V76tzx,0.739,0.72,4,-6.695,0.026,0.0379,0.00267,0.892,102.997
6hES6A4ZOL8MzYpULEfsoZ,0.537,0.754,10,-5.102,0.0399,0.0586,4.8e-06,0.212,139.986
1gH8QigoIquQ3diZp0Ht6l,0.528,0.718,7,-6.954,0.0337,0.1,0.0,0.51,155.759
14kPhDLHvuDXVlOWS6hzJq,0.65,0.736,0,-5.222,0.0378,0.122,0.0,0.595,129.941
7bfZTvjOD4WXpweVxpg85o,0.335,0.43,5,-5.364,0.0322,0.846,0.0,0.379,78.259
6m239N2EPkMYkN5unIYT9F,0.629,0.538,1,-7.386,0.029,0.416,1.07e-05,0.353,121.256
3GG9WXxmHL5zGm7hXwCe7L,0.579,0.443,7,-6.972,0.0255,0.479,3.15e-06,0.288,127.814
6gEaGQfwz4jUE94R6Om2hu,0.565,0.782,11,-5.098,0.0305,0.0341,0.0,0.798,126.904
42rRYDeMFkYfUGOIhDPlF9,0.335,0.43,5,-5.364,0.0322,0.846,0.0,0.379,78.259
1uJjQSOlc8ql6cs0cVWQH6,0.739,0.72,4,-6.695,0.026,0.0379,0.00267,0.892,102.997
1DSf23IQgLUFAABgklPday,0.606,0.737,8,-5.745,0.0321,0.134,0.0,0.65,82.966
62XZ7yQ1unC3jGGUK3HAJp,0.576,0.456,7,-7.583,0.0267,0.584,2.68e-05,0.21,127.854
5toFHcmv9XVQsOKbjlUZWY,0.576,0.456,7,-7.583,0.0267,0.584,2.68e-05,0.21,127.854
1SXRVPBqTOBlcMSbYwHfFH,0.494,0.796,7,-3.965,0.0324,0.0197,0.000178,0.447,76.069
2hyP9WkqwrydvQZ7IrCe0N,0.603,0.609,7,-7.063,0.0278,0.188,0.0,0.275,119.911
1lhL0mBtkFnCfyCzXf86uk,0.335,0.43,5,-5.364,0.0322,0.846,0.0,0.379,78.259
4heQUaml94Gl0rhuQ1ON63,0.606,0.737,8,-5.745,0.0321,0.134,0.0,0.65,82.966
6PhPMKGWVQ90yccC4bQ7kx,0.565,0.782,11,-5.098,0.0305,0.0341,0.0,0.798,126.904
1tu8axV7vE0nmgYuTD09ny,0.576,0.456,7,-7.583,0.0267,0.584,2.68e-05,0.21,127.854
1ERoFNNh3shILiAOFWjlgg,0.568,0.562,7,-6.12,0.0258,0.23,3.41e-06,0.178,125.981
7KxSHM4DGe0aOyeCDEMF1R,0.465,0.653,0,-5.515,0.0273,0.111,0.000125,0.233,143.912
74Qd6pAZN3m4Rb1zYJDNHs,0.248,0.308,2,-6.746,0.03,0.797,0.0,0.348,91.29
5gqlIpczfzjHkSToi7FPK3,0.55,0.496,5,-6.325,0.025,0.463,0.000135,0.353,141.898
1Jp4sSVE8NlhjTJ9PY6MTh,0.606,0.737,8,-5.745,0.0321,0.134,0.0,0.65,82.966
7bZHYtkSrYFg2OjPd3mqog,0.497,0.897,5,-4.21,0.0513,0.00635,0.0,0.539,142.007
5uvkJAiyyxXWGF0JPMxXjz,0.565,0.782,11,-5.098,0.0305,0.0341,0.0,0.798,126.904
3wUnBlmeSQuUVXMMyTooNv,0.565,0.782,11,-5.098,0.0305,0.0341,0.0,0.798,126.904
3khHZ5Tz9mwLYbEmnCimvq,0.716,0.665,6,-5.486,0.0382,0.304,0.0,0.598,109.021
4ZG7iPwlyvJoFHuRWwXHOM,0.716,0.665,6,-5.486,0.0382,0.304,0.0,0.598,109.021
44x4VUR7gXkrbo4aYy2d8e,0.248,0.308,2,-6.746,0.03,0.797,0.0,0.348,91.29
7F4Zrd4rCDwm4AaVJ8tpCu,0.65,0.736,0,-5.222,0.0378,0.122,0.0,0.595,129.941
2d4pY4hVzuRkVcElAor3nW,0.335,0.43,5,-5.364,0.0322,0.846,0.0,0.379,78.259
5qxxGClUqyGC7hRwqYUjKP,0.65,0.736,0,-5.222,0.0378,0.122,0.0,0.595,129.941
4xUCKWVzabAVInYPBiiFv4,0.659,0.682,5,-5.045,0.0293,0.00992,0.0,0.664,109.022
6YUqd1sWWp76BZoESbew59,0.65,0.736,0,-5.222,0.0378,0.122,0.0,0.595,129.941
2mfrgrVo0HhcPzcfiphmsy,0.659,0.682,5,-5.045,0.0293,0.00992,0.0,0.664,109.022
4vecNnSGKAOSRGzdlFDo9Z,0.568,0.562,7,-6.12,0.0258,0.23,3.41e-06,0.178,125.981
351cvJkC8Vu4gPT4YMl3Ac,0.573,0.265,6,-11.3,0.0302,0.827,2.31e-05,0.396,143.808
4GadSyQDGXV2FXL3Acl57f,0.497,0.866,0,-3.039,0.0464,0.00099,1.28e-05,0.338,123.019
1mElWOxIAwRJJCVNpIvuTK,0.565,0.782,11,-5.098,0.0305,0.0341,0.0,0.798,126.904
665Aynzj4XbHKVosATYEhL,0.654,0.873,6,-5.108,0.0298,0.069,2.99e-05,0.879,119.425
4xcW1InAfQ7GBnDBHEC4a8,0.659,0.682,5,-5.045,0.0293,0.00992,0.0,0.664,109.022
3yZ99lIQVH3U8EuNtieRWn,0.568,0.562,7,-6.12,0.0258,0.23,3.41e-06,0.178,125.981
0dZlCvNl7rcMxdjm3VZqND,0.797,0.53,5,-8.876,0.025,0.575,0.000203,0.721,101.953
5WqD6i9UyCi30V3LoC1zSn,0.568,0.562,7,-6.12,0.0258,0.23,3.41e-06,0.178,125.981
0hBN7k2AAmbc0mM4cUAmQH,0.659,0.682,5,-5.045,0.0293,0.00992,0.0,0.664,109.022
3RzDfzK5TNMfVvQRTfJmxz,0.626,0.913,0,-4.452,0.0317,0.00635,0.0,0.946,113.045
0pAujWDwUAvT0CdjZbEl2H,0.659,0.682,5,-5.045,0.0293,0.00992,0.0,0.664,109.022
5CQq6JyQ4MCI4Nspxdnz22,0.588,0.644,11,-9.213,0.0515,0.0444,0.0,0.27,92.924
2LawezPeJhN4AWuSB0GtAU,0.741,0.697,0,-7.028,0.0277,0.0664,2.28e-05,0.774,116.109
2KaWUXuvdE28pRmfybj4Gy,0.467,0.444,10,-7.181,0.0602,0.365,0.0,0.187,173.823
44U3T6S8BsdE76sz1VmQig,0.739,0.72,4,-6.695,0.026,0.0379,0.00267,0.892,102.997
3R7PRbshYPRnT0mS4p02eD,0.634,0.87,7,-5.42,0.0326,0.00776,7.06e-05,0.786,130.043
3nISsZvfqj0tnpzVN6xtEu,0.336,0.756,5,-4.191,0.045,0.00275,0.0,0.237,77.807
4waVhpVhVC26pybh8ttm2a,0.469,0.183,5,-15.414,0.0407,0.829,0.0,0.381,139.592
3ojhxVHTQzpKDK9RpINaRy,0.469,0.183,5,-15.414,0.0407,0.829,0.0,0.381,139.592
6rFesOvUui282rDwAm8zLo,0.544,0.534,5,-8.335,0.0328,0.269,0.0,0.362,75.113
3kV81EbR3PjIzZV3MSabIW,0.469,0.183,5,-15.414,0.0407,0.829,0.0,0.381,139.592
6b60YNPl0hhQvVGko9epSI,0.469,0.183,5,-15.414,0.0407,0.829,0.0,0.381,139.592
73w8GfSDzvrW229qj0TxyG,0.634,0.87,7,-5.42,0.0326,0.00776,7.06e-05,0.786,130.043
07KkcT3p4w8TzIPm1UpC0e,0.469,0.183,5,-15.414,0.0407,0.829,0.0,0.381,139.592
5sGyUZU3woqmdsiae7m0dD,0.739,0.72,4,-6.695,0.026,0.0379,0.00267,0.892,102.997
6BcKHm3M9k108jKf2C8h1l,0.469,0.931,0,-4.187,0.0563,0.00752,0.0,0.49,140.059
3b1VmMmh8KVV5es53mROfG,0.739,0.72,4,-6.695,0.026,0.0379,0.00267,0.892,102.997
3wf8esPMWHNYuWoiCPgKHt,0.469,0.183,5,-15.414,0.0407,0.829,0.0,0.381,139.592
1foBcsKBlS2TvkXexVN91y,0.461,0.887,11,-3.189,0.193,0.0358,0.0,0.638,167.957
48cWThoEPUC17cVfrcPnSX,0.732,0.458,5,-7.225,0.0311,0.447,0.0,0.661,98.942
6uy0EH7owLvJrUKsiqW8oS,0.561,0.549,2,-8.341,0.0668,0.547,0.0,0.42,83.855
7zWPS8cNSxWgGz6U00OIyT,0.355,0.382,10,-9.257,0.0378,0.784,0.0,0.261,95.994
79mxynFVrkYCXwFEsgZmCX,0.547,0.832,0,-5.111,0.029,0.00192,0.0,0.544,91.032
72kjJq1k5ki32RBxu1TF3j,0.607,0.912,8,-3.449,0.0611,0.124,0.0,0.722,134.944
1AzdplJAVv6zmqqE9trSaf,0.607,0.912,8,-3.449,0.0611,0.124,0.0,0.722,134.944
4SgSCdVgvLAZS0lMVndle5,0.469,0.931,0,-4.187,0.0563,0.00752,0.0,0.49,140.059
0PHdf5kceYHURIxLJU1lpt,0.59,0.846,4,-4.251,0.0396,0.182,0.0,0.733,146.028
6lDWfsPviEeDc5xexjPOzF,0.702,0.53,4,-6.403,0.0558,0.211,0.0,0.561,82.983
4GKcUAbqU3gJE5TVgu8ASg,0.607,0.912,8,-3.449,0.0611,0.124,0.0,0.722,134.944
0KSbUqkc7zW39e4jF5au2F,0.739,0.72,4,-6.695,0.026,0.0379,0.00267,0.892,102.997
4p901Uf4UKvcmsDssXDFTJ,0.634,0.87,7,-5.42,0.0326,0.00776,7.06e-05,0.786,130.043
1mKiMWqgZQrkjJyaT3Qp7C,0.658,0.515,1,-7.283,0.0368,0.678,0.0,0.652,110.089
0dA9bpWJw0yejIthqosxKb,0.634,0.786,7,-5.093,0.0411,0.129,0.0,0.653,82.003
0CwTsWbRl9vohH2RHAVqBy,0.607,0.912,8,-3.449,0.0611,0.124,0.0,0.722,134.944
5uJNs7kHNXqmX8MSv52QN9,0.477,0.206,11,-10.4,0.0349,0.9,1.37e-05,0.2,94.784
0vwh0gJI3ovQwuMdSl1C8S,0.469,0.931,0,-4.187,0.0563,0.00752,0.0,0.49,140.059
6ixXkrS6uKUnFfkPxj2V8o,0.658,0.515,1,-7.283,0.0368,0.678,0.0,0.652,110.089
2y6u1FsY2HSuSsn0cemmqu,0.491,0.641,7,-4.456,0.0282,0.0592,0.0,0.299,136.1
2i3jHrou8M7ec3AZi8HgPF,0.732,0.458,5,-7.225,0.0311,0.447,0.0,0.661,98.942
